 market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year
 Biotechnology ,"4,848,993",operating,USA,CA,Los Angeles,Burbank,8,10/23/93,1993-10,1993-Q4,1993
 Hospitality ,"4,300,000",operating,USA,MN,Minneapolis,Minneapolis,1,1/1/93,1993-01,1993-Q1,1993
 E-Commerce ,"390,000",operating,USA,MN,Minneapolis,Minneapolis,2,1/1/93,1993-01,1993-Q1,1993
 Biotechnology ,"476,000",operating,USA,NV,Las Vegas,Las Vegas,1,1/1/93,1993-01,1993-Q1,1993
 Software ,"44,616,400",operating,USA,NY,New York City,New York,4,1/1/93,1993-01,1993-Q1,1993
 E-Commerce ,"24,300,000",operating,USA,NJ,Newark,Fairfield,3,1/1/93,1993-01,1993-Q1,1993
 Clean Technology ,"520,000",operating,USA,NY,"Rochester, New York",Rochester,1,1/1/93,1993-01,1993-Q1,1993
 Project Management ,"125,000",operating,USA,TX,Dallas,Richardson,1,9/27/93,1993-09,1993-Q3,1993
 Messaging ,"21,350,000",acquired,USA,IL,Chicago,Chicago,6,1/1/93,1993-01,1993-Q1,1993
 Hospitality ,"2,250,000",operating,USA,SD,Sioux Falls,Sioux Falls,1,1/1/93,1993-01,1993-Q1,1993
 Hardware + Software ,"255,000",operating,USA,CA,Fresno,Clovis,1,1/1/93,1993-01,1993-Q1,1993
 Education ,"2,000,000",acquired,USA,FL,Tallahassee,Tallahassee,1,1/1/93,1993-01,1993-Q1,1993
 Manufacturing ,"1,523,100",operating,USA,KY,Louisville,Louisville,1,1/1/93,1993-01,1993-Q1,1993
 Cloud Management ,"7,600,000",operating,USA,NY,New York City,New York,1,2/1/93,1993-02,1993-Q1,1993
 Manufacturing ,"10,305,802",operating,USA,CT,Hartford,Monroe,2,1/1/93,1993-01,1993-Q1,1993
 Software ,"19,019,986",acquired,USA,MA,Boston,Littleton,2,1/1/93,1993-01,1993-Q1,1993
 Hardware + Software ,"2,000,000",operating,USA,AL,Huntsville,Madison,1,1/1/93,1993-01,1993-Q1,1993
, -   ,acquired,USA,CA,Sacramento,Folsom,1,1/1/93,1993-01,1993-Q1,1993
 Displays ,"110,000,000",operating,USA,WA,Seattle,Redmond,3,1/1/93,1993-01,1993-Q1,1993
 Biotechnology ,"10,279,999",operating,USA,AZ,Phoenix,Mesa,4,1/1/93,1993-01,1993-Q1,1993
 E-Commerce ,"10,000,000",operating,USA,MN,Minneapolis,Saint Paul,1,10/1/93,1993-10,1993-Q4,1993
 Hardware + Software ,"25,000,000",operating,USA,CA,SF Bay Area,Santa Clara,2,1/1/93,1993-01,1993-Q1,1993
 Curated Web ,"900,000",operating,USA,FL,Ft. Lauderdale,Pompano Beach,1,1/1/93,1993-01,1993-Q1,1993
 Biotechnology ,"1,302,789",operating,USA,CA,SF Bay Area,Palo Alto,1,1/1/93,1993-01,1993-Q1,1993
 Biotechnology ,"7,630,000",acquired,USA,NJ,Newark,Cranbury,1,1/1/93,1993-01,1993-Q1,1993
 Transportation , -   ,operating,USA,NM,Albuquerque,Albuquerque,1,4/20/93,1993-04,1993-Q2,1993
 Software ,"12,500,000",operating,USA,PA,Philadelphia,Radnor,1,1/1/93,1993-01,1993-Q1,1993
 iPhone ,"30,250,000",acquired,USA,TX,Dallas,Plano,5,1/1/93,1993-01,1993-Q1,1993
 Biotechnology ,"49,659,037",operating,USA,FL,Tampa,Tampa,4,1/1/93,1993-01,1993-Q1,1993
 Public Relations , -   ,operating,USA,MA,Boston,Acton,1,1/1/93,1993-01,1993-Q1,1993
 Software ,"34,300,000",acquired,USA,MA,Boston,Woburn,3,1/1/93,1993-01,1993-Q1,1993
 Finance Technology ,"7,500,000",acquired,USA,NJ,Newark,Fairfield,1,1/1/93,1993-01,1993-Q1,1993
 Software ,"229,142",operating,USA,MN,Minneapolis,Bloomington,2,1/1/93,1993-01,1993-Q1,1993
, -   ,operating,USA,CA,SF Bay Area,Sunnyvale,1,1/1/93,1993-01,1993-Q1,1993
 Manufacturing ,"15,000,000",operating,USA,VA,Roanoke,Salem,2,1/1/93,1993-01,1993-Q1,1993
 Software ,"3,103,918",operating,USA,CA,Los Angeles,Westlake Village,2,1/1/93,1993-01,1993-Q1,1993
 Finance ,"25,000,000",operating,USA,VA,Alexandria,Alexandria,1,7/1/93,1993-07,1993-Q3,1993
 Biotechnology ,"25,000,000",acquired,USA,WI,Madison,Madison,1,1/1/93,1993-01,1993-Q1,1993
 Software ,"750,000",operating,USA,KY,KY - Other,Covington,1,1/1/93,1993-01,1993-Q1,1993
 Supply Chain Management ,"15,000,000",operating,USA,AZ,Phoenix,Scottsdale,2,1/1/93,1993-01,1993-Q1,1993
 Mobile ,"10,000,000",operating,USA,CA,SF Bay Area,Sunnyvale,5,10/1/93,1993-10,1993-Q4,1993
 Health Care ,"73,892,358",operating,USA,TX,Austin,Austin,3,1/1/93,1993-01,1993-Q1,1993
,"35,000",operating,USA,AZ,Phoenix,Tempe,1,1/1/93,1993-01,1993-Q1,1993
 Software ,"11,425,000",operating,USA,MD,"Washington, D.C.",Rockville,2,1/1/93,1993-01,1993-Q1,1993
 Audio ,"2,250,000",,USA,NJ,NJ - Other,Hampton,2,1/1/93,1993-01,1993-Q1,1993
 News ,"38,000,000",operating,USA,MD,"Washington, D.C.",Germantown,2,1/1/93,1993-01,1993-Q1,1993
, -   ,,USA,CA,Los Angeles,Calabasas,1,1/1/93,1993-01,1993-Q1,1993
 Nonprofits ,"2,800,000",operating,USA,TX,San Antonio,San Antonio,1,1/1/94,1994-01,1994-Q1,1994
,"4,700,000",operating,USA,NY,NY - Other,Orchard Park,1,1/1/94,1994-01,1994-Q1,1994
 Semiconductors ,"33,331,814",operating,USA,CA,SF Bay Area,Sunnyvale,3,1/1/94,1994-01,1994-Q1,1994
 Medical , -   ,operating,USA,NY,Buffalo,Buffalo,1,1/1/94,1994-01,1994-Q1,1994
 Manufacturing ,"18,100,000",operating,USA,MA,Boston,Westwood,2,1/1/94,1994-01,1994-Q1,1994
 Biotechnology ,"11,755,550",operating,USA,CA,"Orange County, California",Mission Viejo,6,1/1/94,1994-01,1994-Q1,1994
 Biotechnology ,"15,000,000",operating,USA,MA,Boston,Lexington,2,1/1/94,1994-01,1994-Q1,1994
 Semiconductors ,"247,377,366",operating,USA,CA,SF Bay Area,Morgan Hill,8,1/1/94,1994-01,1994-Q1,1994
,"8,000,000",operating,USA,PA,Pittsburgh,Pittsburgh,4,1/1/94,1994-01,1994-Q1,1994
 Public Relations ,"1,000,000",operating,USA,CA,SF Bay Area,San Jose,1,1/1/94,1994-01,1994-Q1,1994
 Consumer Goods ,"8,000,000",operating,USA,WA,Seattle,Seattle,1,1/1/94,1994-01,1994-Q1,1994
 Software ,"3,800,000",operating,USA,VA,"Washington, D.C.",Herndon,1,1/1/94,1994-01,1994-Q1,1994
 Digital Media ,"20,000,000",operating,USA,CA,SF Bay Area,Fremont,1,3/1/94,1994-03,1994-Q1,1994
 Art , -   ,operating,USA,AR,Little Rock,Hot Springs National Park,1,7/15/94,1994-07,1994-Q3,1994
 Biotechnology ,"999,131",operating,USA,AL,Birmingham,Birmingham,1,1/1/94,1994-01,1994-Q1,1994
 Software ,"26,500,000",operating,USA,VA,"Washington, D.C.",Mclean,1,1/1/94,1994-01,1994-Q1,1994
 Software ,"6,400,000",acquired,USA,CA,Los Angeles,El Segundo,1,7/23/94,1994-07,1994-Q3,1994
 Enterprise Software ,"12,000,000",operating,USA,MA,Boston,Woburn,1,1/1/94,1994-01,1994-Q1,1994
 Dental ,"64,058,512",operating,USA,AL,Birmingham,Birmingham,3,1/1/94,1994-01,1994-Q1,1994
 Biotechnology ,"821,889",operating,USA,NC,Raleigh,Cary,1,1/1/94,1994-01,1994-Q1,1994
 Biotechnology ,"3,000,000",operating,USA,MI,Detroit,Plymouth,1,6/1/94,1994-06,1994-Q2,1994
,"599,999",operating,USA,NC,Raleigh,Durham,1,1/1/94,1994-01,1994-Q1,1994
 Games ,"4,850,000",operating,USA,CO,Denver,Louisville,4,1/1/94,1994-01,1994-Q1,1994
 Semiconductors ,"32,500,000",operating,USA,CA,SF Bay Area,San Jose,3,1/1/94,1994-01,1994-Q1,1994
 Software ,"28,900,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/94,1994-01,1994-Q1,1994
 Software ,"20,910,727",operating,USA,MA,Boston,Chelmsford,3,1/1/94,1994-01,1994-Q1,1994
 Curated Web ,"3,200,000",operating,USA,MA,Worcester,Amherst,1,1/1/94,1994-01,1994-Q1,1994
 Analytics ,"11,700,000",closed,USA,UT,Salt Lake City,Draper,1,1/1/94,1994-01,1994-Q1,1994
 Fashion , -   ,operating,USA,MD,Baltimore,Baltimore,1,1/31/94,1994-01,1994-Q1,1994
 Hardware + Software ,"75,000,000",operating,USA,CA,SF Bay Area,Fremont,1,1/1/94,1994-01,1994-Q1,1994
 Software ,"833,333",operating,USA,PA,Philadelphia,Doylestown,1,1/1/94,1994-01,1994-Q1,1994
 Consulting ,"100,000",operating,USA,CA,Los Angeles,Agoura Hills,1,1/1/94,1994-01,1994-Q1,1994
 Consulting ,"20,000,000",operating,USA,VA,"Washington, D.C.",Mclean,1,1/1/94,1994-01,1994-Q1,1994
 Payments , -   ,acquired,USA,MN,Minneapolis,Minnetonka,1,1/1/94,1994-01,1994-Q1,1994
 Curated Web ,"23,598,258",operating,USA,GA,Atlanta,Atlanta,1,1/1/94,1994-01,1994-Q1,1994
 Software ,"1,999,999",operating,USA,CO,Denver,Boulder,1,1/1/94,1994-01,1994-Q1,1994
 Enterprise Software ,"8,864,292",acquired,USA,TX,Dallas,Dallas,2,1/1/94,1994-01,1994-Q1,1994
 Public Relations ,"5,280,000",acquired,USA,AZ,Phoenix,Phoenix,1,1/1/94,1994-01,1994-Q1,1994
 Biotechnology ,"12,000,000",acquired,USA,WI,Madison,Madison,1,1/1/94,1994-01,1994-Q1,1994
 Software ,"8,000,000",acquired,USA,VA,"Washington, D.C.",Dulles,1,1/1/94,1994-01,1994-Q1,1994
, -   ,operating,USA,CA,Sacramento,Mi Wuk Village,1,1/1/94,1994-01,1994-Q1,1994
 Commodities ,"8,020,000",operating,USA,IL,Chicago,Chicago,2,1/1/94,1994-01,1994-Q1,1994
 Technology ,"83,649,920",operating,USA,NH,"Manchester, New Hampshire",Merrimack,2,1/1/94,1994-01,1994-Q1,1994
 Solar ,"40,000,000",,USA,NH,"Manchester, New Hampshire",Merrimack,1,1/1/94,1994-01,1994-Q1,1994
 Software ,"2,500,000",operating,USA,FL,Florida's Treasure Coast,Stuart,1,1/1/94,1994-01,1994-Q1,1994
 Biotechnology ,"23,000,000",operating,USA,GA,Atlanta,Alpharetta,1,1/1/94,1994-01,1994-Q1,1994
 Health Care ,"31,000,000",acquired,USA,IL,Chicago,Chicago,2,1/1/94,1994-01,1994-Q1,1994
 Hardware + Software ,"4,500,000",operating,USA,WA,Seattle,Port Townsend,2,1/1/94,1994-01,1994-Q1,1994
 Software ,"9,000,000",operating,USA,MA,Boston,Cambridge,1,1/1/94,1994-01,1994-Q1,1994
 Software ,"27,670,000",operating,USA,MA,Boston,Lowell,1,1/1/94,1994-01,1994-Q1,1994
 Health Care ,"139,861,674",operating,USA,WA,Seattle,Bellevue,6,1/1/94,1994-01,1994-Q1,1994
 Finance , -   ,operating,USA,CO,Denver,Denver,1,9/4/94,1994-09,1994-Q3,1994
 Education ,"5,000,000",operating,USA,GA,Atlanta,Lawrenceville,1,1/1/94,1994-01,1994-Q1,1994
 Advertising ,"28,150,000",operating,USA,CA,Los Angeles,El Segundo,4,1/1/94,1994-01,1994-Q1,1994
 Software ,"400,000",operating,USA,IL,Chicago,Schaumburg,1,1/1/94,1994-01,1994-Q1,1994
 Clean Technology ,"86,200,000",operating,USA,CA,SF Bay Area,Richmond,5,1/1/94,1994-01,1994-Q1,1994
 Analytics ,"50,000,000",operating,USA,CA,SF Bay Area,Emeryville,1,1/1/94,1994-01,1994-Q1,1994
 Biotechnology ,"475,000",operating,USA,CA,Palm Springs,Palm Desert,1,1/1/94,1994-01,1994-Q1,1994
 Clean Technology ,"40,250,000",operating,USA,NM,Albuquerque,Albuquerque,6,1/1/94,1994-01,1994-Q1,1994
 Pharmaceuticals , -   ,operating,USA,PA,Philadelphia,Yardley,1,1/1/94,1994-01,1994-Q1,1994
 Web Hosting ,"2,000,000",operating,USA,NC,Raleigh,Raleigh,1,1/1/94,1994-01,1994-Q1,1994
 Enterprise Software ,"12,000,000",operating,USA,CA,SF Bay Area,Santa Clara,1,1/1/94,1994-01,1994-Q1,1994
 News , -   ,acquired,USA,CA,SF Bay Area,Mountain View,1,4/4/94,1994-04,1994-Q2,1994
 Human Resources ,"45,000,000",operating,USA,NY,New York City,New York,4,1/1/94,1994-01,1994-Q1,1994
 Mobile ,"248,502",acquired,USA,CA,SF Bay Area,San Jose,1,8/1/94,1994-08,1994-Q3,1994
 Technology ,"60,500,000",operating,USA,CA,SF Bay Area,Fremont,3,1/1/94,1994-01,1994-Q1,1994
 Software , -   ,operating,USA,DC,"Washington, D.C.",Washington,1,1/1/94,1994-01,1994-Q1,1994
 Human Resources ,"7,100,000",operating,USA,MA,Boston,Andover,2,4/1/94,1994-04,1994-Q2,1994
 Software ,"300,008",operating,USA,MN,Minneapolis,Minneapolis,1,1/1/94,1994-01,1994-Q1,1994
 Energy ,"65,643,735",operating,USA,NJ,NJ - Other,Pennington,2,1/1/94,1994-01,1994-Q1,1994
 Biotechnology ,"64,756,757",operating,USA,CA,SF Bay Area,Hayward,3,1/1/94,1994-01,1994-Q1,1994
 Software ,"9,900,000",operating,USA,MA,Boston,Burlington,2,1/1/94,1994-01,1994-Q1,1994
 Public Transportation , -   ,operating,USA,SC,SC - Other,Mt Pleasant,1,1/1/94,1994-01,1994-Q1,1994
 Printing , -   ,operating,USA,MN,Minneapolis,Minneapolis,1,1/1/94,1994-01,1994-Q1,1994
 Public Relations ,"1,000,000",operating,USA,FL,FL - Other,Hallandale,1,1/1/94,1994-01,1994-Q1,1994
 VoIP ,"71,000,000",acquired,USA,CA,Anaheim,Aliso Viejo,6,1/1/94,1994-01,1994-Q1,1994
 Industrial Energy Efficiency ,"24,656,275",operating,USA,WA,Seattle,Seattle,6,1/1/94,1994-01,1994-Q1,1994
 Clean Technology ,"50,000,000",operating,USA,NH,Portsmouth,Portsmouth,1,1/1/94,1994-01,1994-Q1,1994
 Entertainment ,"7,000,000",acquired,USA,CA,SF Bay Area,San Francisco,1,1/1/94,1994-01,1994-Q1,1994
 Telecommunications ,"5,000,000",operating,USA,CA,Sacramento,Rocklin,1,1/1/94,1994-01,1994-Q1,1994
 Medical ,"37,000,000",operating,USA,CA,SF Bay Area,Fremont,2,12/1/94,1994-12,1994-Q4,1994
 Hardware + Software ,"5,500,000",operating,USA,KS,Topeka,Topeka,1,1/1/94,1994-01,1994-Q1,1994
 Manufacturing , -   ,operating,USA,TX,Houston,Houston,1,11/1/94,1994-11,1994-Q4,1994
 Manufacturing ,"7,000,000",acquired,USA,MI,Detroit,Oxford,2,1/1/94,1994-01,1994-Q1,1994
 Oil & Gas ,"165,000",operating,USA,TX,San Antonio,San Antonio,1,1/1/94,1994-01,1994-Q1,1994
 Biotechnology ,"7,935,325",operating,USA,TN,Nashville,Franklin,4,1/1/94,1994-01,1994-Q1,1994
 Manufacturing ,"7,966,863",operating,USA,NC,Charlotte,Charlotte,4,1/1/94,1994-01,1994-Q1,1994
 Curated Web ,"10,000,000",operating,USA,TN,Knoxville,Knoxville,1,1/1/94,1994-01,1994-Q1,1994
 Health and Wellness , -   ,acquired,USA,FL,Tampa,Clearwater,1,1/1/94,1994-01,1994-Q1,1994
 Biotechnology ,"183,117,265",operating,USA,CA,San Diego,San Diego,3,1/1/94,1994-01,1994-Q1,1994
 Enterprise Software , -   ,acquired,USA,NJ,Newark,Holmdel,1,1/1/94,1994-01,1994-Q1,1994
 Security ,"30,500,000",operating,USA,CA,SF Bay Area,Milpitas,3,1/1/94,1994-01,1994-Q1,1994
 Biotechnology ,"5,061,900",operating,USA,MA,Boston,Cambridge,1,1/1/94,1994-01,1994-Q1,1994
 Manufacturing ,"1,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,6/1/94,1994-06,1994-Q2,1994
 Big Data ,"36,700,000",operating,USA,TX,Austin,Austin,1,1/1/94,1994-01,1994-Q1,1994
 Software ,"31,000,000",operating,USA,IN,Indianapolis,Indianapolis,2,1/1/94,1994-01,1994-Q1,1994
 Web Hosting , -   ,operating,USA,CA,SF Bay Area,San Francisco,2,8/20/94,1994-08,1994-Q3,1994
 Software ,"60,000,000",operating,USA,VA,"Washington, D.C.",Fairfax,1,1/1/94,1994-01,1994-Q1,1994
 Advertising , -   ,operating,USA,NY,New York City,New York,1,2/16/94,1994-02,1994-Q1,1994
 Health Care ,"40,269,499",operating,USA,CA,Anaheim,Irvine,4,1/1/94,1994-01,1994-Q1,1994
,"100,000",operating,USA,TN,Nashville,Nashville,1,1/1/94,1994-01,1994-Q1,1994
 Software ,"2,500,000",operating,USA,MI,Detroit,Bloomfield Hills,1,1/1/94,1994-01,1994-Q1,1994
 Health and Wellness ,"980,000",operating,USA,TX,Dallas,Irving,1,1/1/94,1994-01,1994-Q1,1994
 Consulting , -   ,operating,USA,UT,Salt Lake City,Draper,1,1/1/94,1994-01,1994-Q1,1994
 E-Commerce ,"6,000,000",operating,USA,PA,Philadelphia,Philadelphia,1,1/1/94,1994-01,1994-Q1,1994
 Security ,"18,000,000",operating,USA,CA,San Diego,San Diego,1,1/1/94,1994-01,1994-Q1,1994
 Advertising ,"30,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,1/1/94,1994-01,1994-Q1,1994
 Social Media ,"302,000",operating,USA,MA,Boston,Brookline,1,1/1/94,1994-01,1994-Q1,1994
 Web Hosting ,"50,000,000",operating,USA,VA,"Washington, D.C.",Herndon,1,1/1/94,1994-01,1994-Q1,1994
 Photography ,"6,800,000",operating,USA,CA,SF Bay Area,Sunnyvale,2,1/1/94,1994-01,1994-Q1,1994
 Automotive ,"25,000,000",operating,USA,CA,Napa Valley,Santa Rosa,1,10/1/94,1994-10,1994-Q4,1994
 Enterprise Software ,"32,000,000",operating,USA,CA,Los Angeles,Santa Monica,2,1/1/95,1995-01,1995-Q1,1995
 Incentives ,"49,122,326",operating,USA,CA,SF Bay Area,San Francisco,4,1/1/95,1995-01,1995-Q1,1995
 Semantic Search , -   ,operating,USA,NY,New York City,New York,1,3/1/95,1995-03,1995-Q1,1995
,"130,000",,USA,TX,Dallas,Dallas,1,1/1/95,1995-01,1995-Q1,1995
 E-Commerce ,"93,000,000",operating,USA,AR,Fayetteville,Fayetteville,3,1/1/95,1995-01,1995-Q1,1995
 Automotive ,"12,550,000",operating,USA,TX,Houston,Houston,3,1/1/95,1995-01,1995-Q1,1995
, -   ,closed,USA,CA,Los Angeles,Chatsworth,1,1/1/95,1995-01,1995-Q1,1995
 Mobile ,"9,000,000",operating,USA,GA,Atlanta,Alpharetta,2,1/1/95,1995-01,1995-Q1,1995
 Biotechnology ,"37,700,000",acquired,USA,CA,Sacramento,Davis,2,1/1/95,1995-01,1995-Q1,1995
 Manufacturing ,"15,177,722",,USA,NY,"Rochester, New York",Rochester,3,1/1/95,1995-01,1995-Q1,1995
 Biotechnology ,"9,520,000",operating,USA,TX,Dallas,Dallas,3,1/1/95,1995-01,1995-Q1,1995
, -   ,operating,USA,MA,Boston,Wakefield,1,1/1/95,1995-01,1995-Q1,1995
 Manufacturing ,"878,000",operating,USA,NV,Las Vegas,Boulder City,3,1/1/95,1995-01,1995-Q1,1995
 Energy ,"202,125",operating,USA,FL,Florida's Space Coast,Melbourne,1,10/1/95,1995-10,1995-Q4,1995
 Mobile , -   ,operating,USA,CA,SF Bay Area,Santa Clara,1,1/1/95,1995-01,1995-Q1,1995
 Advertising ,"182,600,000",operating,USA,IN,Indianapolis,Indianapolis,9,1/1/95,1995-01,1995-Q1,1995
 Biotechnology ,"9,000,002",operating,USA,OH,Cleveland,Cleveland,1,1/1/95,1995-01,1995-Q1,1995
 Video Conferencing ,"3,000,000",operating,USA,CA,SF Bay Area,San Mateo,1,1/1/95,1995-01,1995-Q1,1995
 Software ,"9,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/95,1995-01,1995-Q1,1995
 Analytics ,"7,500,000",operating,USA,MA,Boston,Cambridge,2,1/1/95,1995-01,1995-Q1,1995
 Finance ,"1,200,000",operating,USA,PA,Philadelphia,Chadds Ford,1,12/1/95,1995-12,1995-Q4,1995
 Semiconductors ,"40,700,000",operating,USA,CA,SF Bay Area,Fremont,3,1/1/95,1995-01,1995-Q1,1995
 Games , -   ,operating,USA,FL,Miami,North Miami Beach,1,8/3/95,1995-08,1995-Q3,1995
 Design ,"200,000",operating,USA,MA,Boston,Waltham,1,1/1/95,1995-01,1995-Q1,1995
 Internet of Things , -   ,operating,USA,TX,TX - Other,Spur,1,6/1/95,1995-06,1995-Q2,1995
 Software ,"8,080,000",operating,USA,PA,Philadelphia,Malvern,2,1/1/95,1995-01,1995-Q1,1995
 Music , -   ,acquired,USA,TX,Dallas,Dallas,1,9/1/95,1995-09,1995-Q3,1995
 Advertising , -   ,,USA,NY,New York City,New York,1,1/1/95,1995-01,1995-Q1,1995
 Software ,"910,337",operating,USA,PA,Philadelphia,Wayne,2,1/1/95,1995-01,1995-Q1,1995
 Software ,"8,000,000",operating,USA,MN,Minneapolis,Minneapolis,1,1/1/95,1995-01,1995-Q1,1995
 Biotechnology ,"10,794,877",acquired,USA,MA,Boston,Hopkinton,1,1/1/95,1995-01,1995-Q1,1995
 Manufacturing ,"10,000,000",operating,USA,NC,Raleigh,Morrisville,1,1/1/95,1995-01,1995-Q1,1995
 Health Care ,"8,790,112",operating,USA,TX,Dallas,Richardson,2,1/1/95,1995-01,1995-Q1,1995
 E-Commerce ,"2,225,000",operating,USA,CO,Denver,Boulder,1,1/1/95,1995-01,1995-Q1,1995
 Reviews and Recommendations , -   ,operating,USA,CA,Los Angeles,West Hollywood,1,1/1/95,1995-01,1995-Q1,1995
 Human Resources ,"198,645",operating,USA,GA,Atlanta,Alpharetta,1,1/1/95,1995-01,1995-Q1,1995
 Health Care ,"46,500,000",operating,USA,GA,Atlanta,Atlanta,1,1/1/95,1995-01,1995-Q1,1995
 Consulting , -   ,operating,USA,GA,Atlanta,Mcdonough,1,7/15/95,1995-07,1995-Q3,1995
 Curated Web ,"13,500,000",operating,USA,CA,SF Bay Area,San Francisco,1,3/1/95,1995-03,1995-Q1,1995
 Manufacturing ,"13,020,000",acquired,USA,CA,SF Bay Area,Milpitas,2,1/1/95,1995-01,1995-Q1,1995
 Communications Infrastructure ,"36,102,807",operating,USA,TX,Austin,Austin,5,1/1/95,1995-01,1995-Q1,1995
 Software ,"11,927,400",operating,USA,CA,"Orange County, California",Foothill Ranch,3,1/1/95,1995-01,1995-Q1,1995
 Pharmaceuticals ,"300,000,000",operating,USA,CA,SF Bay Area,Newark,1,1/1/95,1995-01,1995-Q1,1995
 Manufacturing ,"349,920",operating,USA,UT,Salt Lake City,Salt Lake City,1,1/1/95,1995-01,1995-Q1,1995
 Business Services ,"6,700,000",operating,USA,CA,SF Bay Area,San Jose,1,9/1/95,1995-09,1995-Q3,1995
 Curated Web ,"2,500,000",operating,USA,CA,Los Angeles,Encino,1,1/1/95,1995-01,1995-Q1,1995
 Finance ,"14,000,000",,USA,CT,Hartford,Norwalk,2,1/1/95,1995-01,1995-Q1,1995
 Software ,"19,445,695",operating,USA,CA,San Diego,San Diego,5,1/1/95,1995-01,1995-Q1,1995
 Health Care ,"44,000,000",acquired,USA,WA,Seattle,Bothell,2,1/1/95,1995-01,1995-Q1,1995
 Education , -   ,operating,USA,IL,Chicago,Elk Grove Village,1,1/1/95,1995-01,1995-Q1,1995
 Biotechnology ,"300,000",operating,USA,NC,Raleigh,Raleigh,1,1/1/95,1995-01,1995-Q1,1995
 Health Care ,"19,378,591",operating,USA,MN,Minneapolis,Saint Paul,3,1/1/95,1995-01,1995-Q1,1995
 Biotechnology ,"8,200,000",operating,USA,WI,Madison,Madison,1,1/1/95,1995-01,1995-Q1,1995
 Health Care ,"40,499,998",,USA,CA,SF Bay Area,Mountain View,3,1/1/95,1995-01,1995-Q1,1995
 Health Care ,"16,000,000",acquired,USA,IL,Chicago,Chicago,3,1/1/95,1995-01,1995-Q1,1995
 E-Commerce ,"395,000,000",acquired,USA,FL,Jacksonville,Jacksonville,2,1/1/95,1995-01,1995-Q1,1995
 Health and Wellness ,"7,000,000",operating,USA,TN,Nashville,Brentwood,1,1/1/95,1995-01,1995-Q1,1995
 Software ,"15,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/95,1995-01,1995-Q1,1995
,"37,000,000",acquired,USA,CA,SF Bay Area,Fremont,1,1/1/95,1995-01,1995-Q1,1995
 Biotechnology ,"44,956,440",operating,USA,CO,Denver,Louisville,6,1/1/95,1995-01,1995-Q1,1995
 Real Time , -   ,acquired,USA,CA,SF Bay Area,San Francisco,1,1/1/95,1995-01,1995-Q1,1995
 Real Estate ,"12,500,000",operating,USA,CA,Anaheim,Irvine,1,1/1/95,1995-01,1995-Q1,1995
 Enterprise Software ,"7,000,000",operating,USA,MA,Boston,Norwood,1,1/1/95,1995-01,1995-Q1,1995
 Biotechnology ,"93,000,000",operating,USA,PA,Pittsburgh,Pittsburgh,3,1/1/95,1995-01,1995-Q1,1995
 Internet , -   ,operating,USA,CA,SF Bay Area,Redwood City,1,1/1/95,1995-01,1995-Q1,1995
 Consulting , -   ,operating,USA,CA,Anaheim,Huntington Beach,1,11/15/95,1995-11,1995-Q4,1995
 Video ,"5,717,561",acquired,USA,OR,"Portland, Oregon",Portland,5,1/1/95,1995-01,1995-Q1,1995
 Trading ,"5,306,396",operating,USA,IL,Chicago,Chicago,1,1/1/95,1995-01,1995-Q1,1995
 Enterprise Software ,"6,000,000",acquired,USA,IL,Chicago,Northbrook,1,1/1/95,1995-01,1995-Q1,1995
,"75,000",operating,USA,TN,Nashville,Brentwood,1,1/1/95,1995-01,1995-Q1,1995
 Collaboration , -   ,operating,USA,NY,New York City,New York,1,1/1/95,1995-01,1995-Q1,1995
 Advertising ,"9,824,900",operating,USA,ID,Idaho Falls,Idaho Falls,3,1/1/95,1995-01,1995-Q1,1995
 Software ,"1,000,000",operating,USA,GA,Atlanta,Alpharetta,1,1/1/95,1995-01,1995-Q1,1995
 Software ,"104,434,998",operating,USA,PA,Philadelphia,Exton,3,10/29/95,1995-10,1995-Q4,1995
 Manufacturing ,"1,330,506",operating,USA,CA,San Diego,San Diego,1,1/1/95,1995-01,1995-Q1,1995
 Manufacturing ,"5,600,000",operating,USA,CA,San Diego,Poway,1,1/1/95,1995-01,1995-Q1,1995
 Women , -   ,acquired,USA,NY,New York City,New York,1,1/1/95,1995-01,1995-Q1,1995
 Hardware + Software ,"5,795,083",operating,USA,TX,Dallas,Lewisville,2,1/1/95,1995-01,1995-Q1,1995
 E-Commerce ,"75,000,000",,USA,CA,Los Angeles,Malibu,1,1/1/95,1995-01,1995-Q1,1995
 Biotechnology ,"3,000,000",acquired,USA,CA,SF Bay Area,Hayward,1,1/1/95,1995-01,1995-Q1,1995
 Finance ,"125,000,000",operating,USA,PA,Philadelphia,Philadelphia,2,1/1/95,1995-01,1995-Q1,1995
 Business Intelligence ,"30,000,000",operating,USA,IL,Chicago,Evanston,1,1/1/95,1995-01,1995-Q1,1995
 Biotechnology ,"240,040,000",operating,USA,TX,Houston,Houston,3,1/1/95,1995-01,1995-Q1,1995
 Software ,"2,300,000",operating,USA,NY,New York City,New York,1,1/1/95,1995-01,1995-Q1,1995
